Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Notes
277,63.641,210.3,32.7,243.0,1,1,4.4,0.0,0.0,0.0,Yes,
278,63.890,200.2,22.6,222.7,1,1,4.4,0.0,0.0,0.0,Yes,
279,64.066,100.2,52.2,152.4,1,1,4.4,0.0,0.0,0.0,Yes,
280,64.297,140.7,65.5,206.2,1,1,4.4,0.0,0.0,0.0,Yes,
281,64.517,145.3,51.0,196.4,1,1,4.4,0.0,0.0,0.0,Yes,
282,64.797,215.3,38.8,254.2,1,1,4.4,0.0,0.0,0.0,Yes,
283,65.033,135.7,77.2,212.9,1,1,4.4,0.0,0.0,0.0,Yes,
284,65.266,150.4,58.8,209.2,1,1,4.4,0.0,0.0,0.0,Yes,
285,65.490,176.0,23.5,199.5,1,1,4.4,0.0,0.0,0.0,Yes,
286,65.714,154.0,45.2,199.2,1,1,4.4,0.0,0.0,0.0,Yes,
287,65.876,109.1,28.7,137.8,1,1,4.4,0.0,0.0,0.0,Yes,
288,66.092,146.1,44.8,190.8,1,1,4.4,0.0,0.0,0.0,Yes,
289,66.307,153.1,37.7,190.8,1,1,4.4,0.0,0.0,0.0,Yes,
290,66.579,223.9,22.8,246.7,1,1,4.4,0.0,0.0,0.0,Yes,
291,66.817,150.2,63.8,214.0,1,1,4.4,0.0,0.0,0.0,Yes,
292,67.051,147.9,61.0,208.9,1,1,4.4,0.0,0.0,0.0,Yes,
293,67.313,163.9,72.9,236.8,1,1,4.4,0.0,0.0,0.0,Yes,
294,67.584,201.0,46.7,247.7,1,1,4.4,0.0,0.0,0.0,Yes,
295,67.823,167.2,48.9,216.1,1,1,4.3,0.0,0.0,0.0,Yes,
296,68.078,169.2,61.5,230.7,1,1,4.3,0.0,0.0,0.0,Yes,
297,68.331,169.6,59.7,229.3,1,1,4.3,0.0,0.0,0.0,Yes,
298,68.601,187.1,59.9,247.0,1,1,4.3,0.0,0.0,0.0,Yes,
299,68.873,179.8,68.6,248.4,1,1,4.3,0.0,0.0,0.0,Yes,
300,69.142,208.0,37.0,245.0,1,1,4.3,0.0,0.0,0.0,Yes,
301,69.393,164.3,62.8,227.1,1,1,4.3,0.0,0.0,0.0,Yes,
302,69.663,203.6,41.6,245.2,1,1,4.3,0.0,0.0,0.0,Yes,
303,69.934,201.0,45.0,246.0,1,1,4.3,0.0,0.0,0.0,Yes,
304,70.203,198.5,47.1,245.6,1,1,4.3,0.0,0.0,0.0,Yes,
305,70.480,212.6,40.0,252.6,1,1,4.3,0.0,0.0,0.0,Yes,
306,70.724,166.5,52.6,219.0,1,1,4.3,0.0,0.0,0.0,Yes,
307,71.020,232.1,39.3,271.5,1,1,4.3,0.0,0.0,0.0,Yes,
308,71.291,192.4,49.1,241.5,1,1,4.3,0.0,0.0,0.0,Yes,
309,71.472,114.7,42.8,157.5,1,1,4.3,0.0,0.0,0.0,Yes,
310,71.665,118.9,49.8,168.7,1,1,4.3,0.0,0.0,0.0,Yes,
311,71.849,121.0,39.8,160.8,1,1,4.3,0.0,0.0,0.0,Yes,
312,72.094,158.6,60.4,219.0,1,1,4.3,0.0,0.0,0.0,Yes,
313,72.292,115.2,59.3,174.5,1,1,4.3,0.0,0.0,0.0,Yes,
314,72.534,145.6,70.1,215.7,1,1,4.3,0.0,0.0,0.0,Yes,
315,72.784,165.4,59.7,225.1,1,1,4.3,0.0,0.0,0.0,Yes,
316,73.028,161.3,58.5,219.8,1,1,4.3,0.0,0.0,0.0,Yes,
317,73.225,121.7,51.5,173.2,1,1,4.3,0.0,0.0,0.0,Yes,
318,73.508,246.0,14.1,260.1,2,1,4.3,0.0,0.0,0.0,Yes,
319,73.576,32.8,11.8,44.6,1,0,4.3,0.0,0.0,0.0,Yes,
320,73.836,190.0,46.5,236.5,1,1,4.3,0.0,0.0,0.0,Yes,
321,74.060,123.6,75.6,199.2,2,1,4.3,0.0,0.0,0.0,Yes,
322,74.150,48.7,13.9,62.6,2,1,4.3,0.0,0.0,0.0,Yes,
323,74.224,33.5,16.4,50.0,2,2,4.4,0.0,0.0,0.0,Yes,
324,74.289,31.5,9.6,41.1,1,1,4.4,0.0,0.0,0.0,Yes,
325,74.560,191.9,54.8,246.7,2,2,4.4,0.0,0.0,0.0,Yes,
326,74.632,35.1,11.1,46.1,1,1,4.4,0.0,0.0,0.0,Yes,
327,74.907,230.7,19.7,250.4,1,1,4.4,0.0,0.0,0.0,Yes,
328,75.177,207.3,38.4,245.7,1,1,4.4,0.0,0.0,0.0,Yes,
329,75.469,247.8,20.0,267.7,1,1,4.4,0.0,0.0,0.0,Yes,
330,75.734,228.8,12.2,240.9,1,1,4.4,0.0,0.0,0.0,Yes,
331,76.010,232.7,18.7,251.4,1,1,4.4,0.0,0.0,0.0,Yes,
332,76.231,155.1,41.4,196.5,1,1,4.4,0.0,0.0,0.0,Yes,
333,76.372,86.9,30.7,117.5,1,1,4.4,0.0,0.0,0.0,Yes,
334,76.601,162.5,42.3,204.8,1,1,4.4,0.0,0.0,0.0,Yes,
335,76.792,132.0,35.7,167.7,1,1,4.4,0.0,0.0,0.0,Yes,
336,76.974,110.2,48.7,158.9,1,1,4.4,0.0,0.0,0.0,Yes,
337,77.157,120.5,38.1,158.6,1,1,4.4,0.0,0.0,0.0,Yes,
338,77.340,124.3,33.1,157.4,1,1,4.4,0.0,0.0,0.0,Yes,
339,77.524,112.5,47.0,159.5,1,1,4.4,0.0,0.0,0.0,Yes,
340,77.790,180.7,61.9,242.6,1,1,4.4,0.0,0.0,0.0,Yes,
341,78.063,235.5,13.2,248.7,1,1,4.4,0.0,0.0,0.0,Yes,
342,78.322,177.2,59.0,236.2,1,1,4.4,0.0,0.0,0.0,Yes,
343,78.592,211.6,35.4,247.0,1,1,4.4,0.0,0.0,0.0,Yes,
344,78.790,124.5,50.6,175.1,1,1,4.4,0.0,0.0,0.0,Yes,
345,79.057,209.3,33.5,242.8,1,1,4.4,0.0,0.0,0.0,Yes,
346,79.327,220.8,25.7,246.4,1,1,4.4,0.0,0.0,0.0,Yes,
347,79.540,125.0,64.4,189.3,1,1,4.4,0.0,0.0,0.0,Yes,
348,79.707,110.3,34.5,144.8,1,1,4.4,0.0,0.0,0.0,Yes,
349,79.977,210.0,36.4,246.5,1,1,4.4,0.0,0.0,0.0,Yes,
350,80.240,172.2,65.4,237.7,1,1,4.4,0.0,0.0,0.0,Yes,
351,80.524,226.1,33.1,259.3,1,1,4.4,0.0,0.0,0.0,Yes,
352,80.801,239.8,14.0,253.8,1,1,4.4,0.0,0.0,0.0,Yes,
353,81.072,196.9,50.1,247.0,1,1,4.4,0.0,0.0,0.0,Yes,
354,81.291,157.3,38.0,195.3,1,1,4.4,0.0,0.0,0.0,Yes,
355,81.467,101.6,50.2,151.8,1,1,4.4,0.0,0.0,0.0,Yes,
356,81.636,119.6,26.4,146.0,1,1,4.4,0.0,0.0,0.0,Yes,
357,81.830,127.2,42.9,170.1,1,1,4.4,0.0,0.0,0.0,Yes,
358,82.024,143.6,26.0,169.6,1,1,4.4,0.0,0.0,0.0,Yes,
359,82.219,112.2,59.3,171.4,1,1,4.4,0.0,0.0,0.0,Yes,
360,82.457,161.4,51.9,213.3,1,1,4.4,0.0,0.0,0.0,Yes,
361,82.722,194.4,46.6,241.1,1,1,4.4,0.0,0.0,0.0,Yes,
362,82.991,181.2,61.6,242.8,1,1,4.4,0.0,0.0,0.0,Yes,
363,83.222,168.6,38.4,207.0,1,1,4.4,0.0,0.0,0.0,Yes,
364,83.447,160.5,41.0,201.5,1,1,4.4,0.0,0.0,0.0,Yes,
365,83.740,248.7,20.7,269.4,1,1,4.4,0.0,0.0,0.0,Yes,
366,84.003,209.5,29.2,238.7,1,1,4.4,0.0,0.0,0.0,Yes,
367,84.218,129.9,61.0,190.9,1,1,4.4,0.0,0.0,0.0,Yes,
368,84.470,165.2,63.4,228.6,1,1,4.4,0.0,0.0,0.0,Yes,
369,84.660,120.0,45.7,165.7,1,1,4.4,0.0,0.0,0.0,Yes,
370,84.876,154.9,39.0,193.9,1,1,4.4,0.0,0.0,0.0,Yes,
371,85.119,151.6,67.2,218.7,1,1,4.4,0.0,0.0,0.0,Yes,
372,85.314,133.7,36.7,170.4,1,1,4.4,0.0,0.0,0.0,Yes,
373,85.490,117.2,36.5,153.7,1,1,4.4,0.0,0.0,0.0,Yes,
374,85.759,193.8,49.5,243.3,1,1,4.4,0.0,0.0,0.0,Yes,
375,86.007,172.8,51.2,224.0,1,1,4.4,0.0,0.0,0.0,Yes,
376,86.192,113.2,47.5,160.7,1,1,4.4,0.0,0.0,0.0,Yes,
377,86.386,127.1,44.2,171.3,1,1,4.4,0.0,0.0,0.0,Yes,
378,86.547,107.0,30.3,137.3,1,1,4.4,0.0,0.0,0.0,Yes,
379,86.740,126.0,43.1,169.1,1,1,4.4,0.0,0.0,0.0,Yes,
380,86.925,118.0,42.5,160.5,1,1,4.4,0.0,0.0,0.0,Yes,
381,87.139,155.8,34.5,190.3,1,1,4.4,0.0,0.0,0.0,Yes,
382,87.327,126.8,38.3,165.0,1,1,4.4,0.0,0.0,0.0,Yes,
383,87.509,122.1,35.7,157.7,1,1,4.4,0.0,0.0,0.0,Yes,
384,87.743,157.1,53.1,210.2,1,1,4.4,0.0,0.0,0.0,Yes,
385,87.958,163.7,26.7,190.3,1,1,4.4,0.0,0.0,0.0,Yes,
386,88.146,104.6,57.9,162.5,1,1,4.4,0.0,0.0,0.0,Yes,
387,88.357,144.2,43.6,187.7,1,1,4.4,0.0,0.0,0.0,Yes,
388,88.575,143.3,49.8,193.1,1,1,4.4,0.0,0.0,0.0,Yes,
389,88.773,141.4,30.9,172.3,1,1,4.4,0.0,0.0,0.0,Yes,
390,88.946,91.5,58.0,149.5,1,1,4.4,0.0,0.0,0.0,Yes,
391,89.209,194.7,43.9,238.7,1,1,4.4,0.0,0.0,0.0,Yes,
392,89.465,117.0,114.2,231.2,1,1,4.4,0.0,0.0,0.0,Yes,
393,89.641,93.6,58.4,152.0,1,1,4.4,0.0,0.0,0.0,Yes,
394,89.890,139.8,84.7,224.5,2,1,4.4,0.0,0.0,0.0,Yes,
395,89.991,34.5,42.5,77.0,1,0,4.4,0.0,0.0,0.0,Yes,
396,90.263,194.1,54.0,248.1,1,1,4.4,0.0,0.0,0.0,Yes,
397,90.525,151.7,86.7,238.4,1,1,4.4,0.0,0.0,0.0,Yes,
398,90.797,209.8,35.9,245.7,1,1,4.4,0.0,0.0,0.0,Yes,
399,90.975,119.4,35.5,154.9,1,1,4.4,0.0,0.0,0.0,Yes,
400,91.172,107.9,64.5,172.4,1,1,4.4,0.0,0.0,0.0,Yes,
401,91.370,131.6,43.3,174.9,1,1,4.4,0.0,0.0,0.0,Yes,
402,91.544,124.2,26.5,150.7,1,1,4.4,0.0,0.0,0.0,Yes,
403,91.765,137.6,59.2,196.8,1,1,4.4,0.0,0.0,0.0,Yes,
404,91.913,93.6,30.3,123.9,1,1,4.4,0.0,0.0,0.0,Yes,
405,92.110,130.4,43.8,174.3,1,1,4.4,0.0,0.0,0.0,Yes,
406,92.378,222.1,22.0,244.1,1,1,4.4,0.0,0.0,0.0,Yes,
407,92.648,186.9,59.9,246.8,1,1,4.4,0.0,0.0,0.0,Yes,
408,92.893,171.8,50.5,222.3,1,1,4.4,0.0,0.0,0.0,Yes,
409,93.144,151.8,75.4,227.2,1,1,4.4,0.0,0.0,0.0,Yes,
410,93.410,169.5,70.4,239.9,1,1,4.4,0.0,0.0,0.0,Yes,
411,93.679,202.6,42.4,245.0,1,1,4.4,0.0,0.0,0.0,Yes,
412,93.887,106.7,77.1,183.8,1,1,4.4,0.0,0.0,0.0,Yes,
413,94.147,162.6,72.4,235.0,1,1,4.4,0.0,0.0,0.0,Yes,
414,94.376,168.1,37.2,205.3,1,1,4.4,0.0,0.0,0.0,Yes,
415,94.559,126.4,32.4,158.8,1,1,4.4,0.0,0.0,0.0,Yes,
416,94.802,167.5,52.4,219.8,1,1,4.4,0.0,0.0,0.0,Yes,
417,95.075,181.9,67.5,249.5,2,1,4.4,0.0,0.0,0.0,Yes,
418,95.146,33.3,13.3,46.6,2,1,4.4,0.0,0.0,0.0,Yes,
419,95.212,30.1,12.1,42.2,1,1,4.4,0.0,0.0,0.0,Yes,
420,95.419,146.6,36.3,182.9,1,1,4.4,0.0,0.0,0.0,Yes,
421,95.624,138.0,41.9,179.9,1,1,4.4,0.0,0.0,0.0,Yes,
422,95.893,159.1,83.8,242.8,1,1,4.4,0.0,0.0,0.0,Yes,
423,96.091,126.2,47.5,173.7,1,1,4.4,0.0,0.0,0.0,Yes,
424,96.335,160.0,60.3,220.3,1,1,4.4,0.0,0.0,0.0,Yes,
425,96.608,205.4,43.0,248.4,1,1,4.4,0.0,0.0,0.0,Yes,
426,96.799,110.6,56.7,167.3,1,1,4.4,0.0,0.0,0.0,Yes,
427,96.987,129.4,34.6,164.0,1,1,4.4,0.0,0.0,0.0,Yes,
428,97.252,197.3,44.7,242.0,1,1,4.4,0.0,0.0,0.0,Yes,
429,97.509,166.7,67.0,233.7,1,1,4.4,0.0,0.0,0.0,Yes,
430,97.778,174.8,70.8,245.6,1,1,4.4,0.0,0.0,0.0,Yes,
431,98.041,159.5,78.6,238.1,1,1,4.4,0.0,0.0,0.0,Yes,
432,98.241,124.2,51.6,175.8,1,1,4.4,0.0,0.0,0.0,Yes,
433,98.458,144.0,50.1,194.1,1,1,4.4,0.0,0.0,0.0,Yes,
434,98.693,166.5,41.6,208.1,1,1,4.4,0.0,0.0,0.0,Yes,
435,98.861,108.3,35.8,144.0,1,1,4.4,0.0,0.0,0.0,Yes,
436,99.123,189.3,48.8,238.1,1,1,4.4,0.0,0.0,0.0,Yes,
437,99.358,166.6,43.4,210.0,1,1,4.4,0.0,0.0,0.0,Yes,
438,99.517,105.6,29.7,135.3,1,1,4.4,0.0,0.0,0.0,Yes,
439,99.691,106.9,42.0,148.9,1,1,4.4,0.0,0.0,0.0,Yes,
440,99.962,173.7,72.9,246.6,1,1,4.4,0.0,0.0,0.0,Yes,
441,100.225,159.2,80.0,239.2,1,1,4.4,0.0,0.0,0.0,Yes,
442,100.465,145.7,70.0,215.7,1,1,4.4,0.0,0.0,0.0,Yes,
443,100.697,162.5,45.6,208.1,1,1,4.4,0.0,0.0,0.0,Yes,
444,100.969,194.3,55.1,249.4,1,1,4.4,0.0,0.0,0.0,Yes,
445,101.226,163.2,69.9,233.1,1,1,4.4,0.0,0.0,0.0,Yes,
446,101.441,145.5,43.8,189.3,1,1,4.4,0.0,0.0,0.0,Yes,
447,101.628,120.8,41.8,162.7,1,1,4.4,0.0,0.0,0.0,Yes,
448,101.851,129.5,69.0,198.6,1,1,4.4,0.0,0.0,0.0,Yes,
449,102.029,109.9,45.6,155.5,1,1,4.4,0.0,0.0,0.0,Yes,
450,102.236,127.0,55.7,182.7,1,1,4.4,0.0,0.0,0.0,Yes,
451,102.425,111.6,53.4,165.0,1,1,4.4,0.0,0.0,0.0,Yes,
452,102.608,103.8,54.8,158.6,1,1,4.4,0.0,0.0,0.0,Yes,
453,102.802,105.5,64.7,170.3,1,1,4.4,0.0,0.0,0.0,Yes,
454,102.993,129.2,35.9,165.1,1,1,4.4,0.0,0.0,0.0,Yes,
455,103.206,146.5,42.5,188.9,1,1,4.4,0.0,0.0,0.0,Yes,
456,103.394,136.3,27.5,163.8,1,1,4.4,0.0,0.0,0.0,Yes,
457,103.613,136.3,59.0,195.2,1,1,4.4,0.0,0.0,0.0,Yes,
458,103.883,175.5,67.6,243.0,2,1,4.4,0.0,0.0,0.0,Yes,
459,103.956,32.1,13.6,45.7,1,0,4.4,0.0,0.0,0.0,Yes,
460,104.160,129.1,49.7,178.8,1,1,4.4,0.0,0.0,0.0,Yes,
461,104.413,174.3,53.8,228.1,1,1,4.4,0.0,0.0,0.0,Yes,
462,104.624,114.3,70.6,184.9,2,1,4.4,0.0,0.0,0.0,Yes,
463,104.724,60.9,14.6,75.6,2,1,4.4,0.0,0.0,0.0,Yes,
464,104.794,33.3,13.0,46.2,2,2,4.4,0.0,0.0,0.0,Yes,
465,104.869,32.2,15.4,47.6,2,2,4.4,0.0,0.0,0.0,Yes,
466,104.940,33.2,12.8,46.0,1,1,4.4,0.0,0.0,0.0,Yes,
467,105.156,190.0,1.6,191.6,0,0,4.4,0.0,0.0,0.0,Yes,
468,105.235,54.1,1.4,55.6,0,0,4.4,0.0,0.0,0.0,Yes,
469,105.297,36.2,1.7,37.9,0,0,4.5,0.0,0.0,0.0,Yes,
470,105.358,33.6,1.4,35.0,0,0,4.5,0.0,0.0,0.0,Yes,
471,105.419,35.0,2.1,37.1,0,0,4.5,0.0,0.0,0.0,Yes,
472,105.478,32.1,1.4,33.5,0,0,4.5,0.0,0.0,0.0,Yes,
473,105.538,34.7,1.5,36.2,0,0,4.5,0.0,0.0,0.0,Yes,
474,105.600,36.2,1.4,37.5,0,0,4.5,0.0,0.0,0.0,Yes,
475,105.662,36.9,1.4,38.3,0,0,4.5,0.0,0.0,0.0,Yes,
476,105.723,35.2,1.9,37.1,0,0,4.5,0.0,0.0,0.0,Yes,
477,105.780,30.8,1.5,32.2,0,0,4.5,0.0,0.0,0.0,Yes,
478,105.844,37.3,1.4,38.7,0,0,4.5,0.0,0.0,0.0,Yes,
479,105.904,33.8,1.4,35.2,0,0,4.5,0.0,0.0,0.0,Yes,
480,105.960,30.6,1.4,32.1,0,0,4.5,0.0,0.0,0.0,Yes,
481,106.020,33.3,1.5,34.8,0,0,4.5,0.0,0.0,0.0,Yes,
482,106.078,30.0,1.5,31.5,0,0,4.5,0.0,0.0,0.0,Yes,
483,106.139,33.6,1.7,35.3,0,0,4.6,0.0,0.0,0.0,Yes,
484,106.197,31.6,1.4,33.1,0,0,4.6,0.0,0.0,0.0,Yes,
485,106.258,35.0,1.4,36.4,0,0,4.6,0.0,0.0,0.0,Yes,
486,106.315,31.1,1.5,32.6,0,0,4.6,0.0,0.0,0.0,Yes,
487,106.373,31.4,1.7,33.1,0,0,4.6,0.0,0.0,0.0,Yes,
488,106.433,33.9,1.5,35.5,0,0,4.6,0.0,0.0,0.0,Yes,
489,106.493,33.6,1.5,35.1,0,0,4.6,0.0,0.0,0.0,Yes,
490,106.550,30.4,1.4,31.8,0,0,4.6,0.0,0.0,0.0,Yes,
491,106.611,35.5,1.4,36.9,0,0,4.6,0.0,0.0,0.0,Yes,
492,106.672,35.4,1.5,36.9,0,0,4.6,0.0,0.0,0.0,Yes,
493,106.730,31.5,1.6,33.1,0,0,4.6,0.0,0.0,0.0,Yes,
494,106.790,31.5,1.5,33.0,0,0,4.6,0.0,0.0,0.0,Yes,
495,106.852,35.6,1.4,37.1,0,0,4.6,0.0,0.0,0.0,Yes,
496,106.913,34.7,1.4,36.2,0,0,4.6,0.0,0.0,0.0,Yes,
497,106.976,36.4,1.4,37.8,0,0,4.6,0.0,0.0,0.0,Yes,
498,107.035,34.3,0.1,34.4,0,0,4.7,0.0,0.0,0.0,Yes,
499,107.094,34.8,0.1,34.9,0,0,4.7,0.0,0.0,0.0,Yes,
500,107.154,35.1,0.1,35.2,0,0,4.7,0.0,0.0,0.0,Yes,
501,107.213,34.0,0.1,34.1,0,0,4.7,0.0,0.0,0.0,Yes,
502,107.272,35.0,0.1,35.1,0,0,4.7,0.0,0.0,0.0,Yes,
503,107.330,33.1,0.1,33.2,0,0,4.7,0.0,0.0,0.0,Yes,
504,107.393,38.3,0.1,38.4,0,0,4.7,0.0,0.0,0.0,Yes,
505,107.452,34.0,0.1,34.1,0,0,4.7,0.0,0.0,0.0,Yes,
506,107.512,33.5,0.1,33.6,0,0,4.7,0.0,0.0,0.0,Yes,
507,107.571,33.4,0.1,33.5,0,0,4.7,0.0,0.0,0.0,Yes,
508,107.629,33.4,0.1,33.5,0,0,4.7,0.0,0.0,0.0,Yes,
509,107.687,33.0,0.1,33.1,0,0,4.7,0.0,0.0,0.0,Yes,
510,107.744,31.9,0.1,32.0,0,0,4.7,0.0,0.0,0.0,Yes,
511,107.807,37.9,0.1,38.0,0,0,4.7,0.0,0.0,0.0,Yes,
512,107.868,35.9,0.1,36.0,0,0,4.7,0.0,0.0,0.0,Yes,
513,107.926,33.2,0.1,33.2,0,0,4.8,0.0,0.0,0.0,Yes,
514,107.986,35.1,0.1,35.2,0,0,4.8,0.0,0.0,0.0,Yes,
515,108.044,33.7,0.1,33.8,0,0,4.8,0.0,0.0,0.0,Yes,
516,108.104,34.7,0.1,34.9,0,0,4.8,0.0,0.0,0.0,Yes,
517,108.163,33.5,0.1,33.6,0,0,4.8,0.0,0.0,0.0,Yes,
518,108.225,35.7,0.1,35.8,0,0,4.8,0.0,0.0,0.0,Yes,
519,108.288,37.9,0.1,38.0,0,0,4.8,0.0,0.0,0.0,Yes,
520,108.346,32.9,0.1,33.0,0,0,4.8,0.0,0.0,0.0,Yes,
521,108.402,31.1,0.1,31.1,0,0,4.8,0.0,0.0,0.0,Yes,
522,108.462,34.9,0.1,35.0,0,0,4.8,0.0,0.0,0.0,Yes,
523,108.519,32.6,0.1,32.7,0,0,4.8,0.0,0.0,0.0,Yes,
524,108.577,33.0,0.1,33.1,0,0,4.8,0.0,0.0,0.0,Yes,
525,108.639,37.4,0.1,37.5,0,0,4.8,0.0,0.0,0.0,Yes,
526,108.697,33.3,0.1,33.4,0,0,4.8,0.0,0.0,0.0,Yes,
527,108.760,37.4,0.1,37.5,0,0,4.8,0.0,0.0,0.0,Yes,
528,108.818,34.0,0.1,34.0,0,0,4.9,0.0,0.0,0.0,Yes,
529,108.875,32.3,0.1,32.4,0,0,4.9,0.0,0.0,0.0,Yes,
530,108.937,35.1,0.1,35.2,0,0,4.9,0.0,0.0,0.0,Yes,
531,108.993,31.1,0.1,31.2,0,0,4.9,0.0,0.0,0.0,Yes,
532,109.057,39.0,0.1,39.1,0,0,4.9,0.0,0.0,0.0,Yes,
533,109.112,30.6,0.1,30.6,0,0,4.9,0.0,0.0,0.0,Yes,
534,109.172,35.1,0.1,35.2,0,0,4.9,0.0,0.0,0.0,Yes,
535,109.232,35.0,0.1,35.1,0,0,4.9,0.0,0.0,0.0,Yes,
536,109.293,36.1,0.1,36.2,0,0,4.9,0.0,0.0,0.0,Yes,
537,109.352,34.3,0.1,34.4,0,0,4.9,0.0,0.0,0.0,Yes,
538,109.410,33.0,0.1,33.1,0,0,4.9,0.0,0.0,0.0,Yes,
539,109.470,35.5,0.1,35.5,0,0,4.9,0.0,0.0,0.0,Yes,
540,109.532,36.7,0.1,36.8,0,0,4.9,0.0,0.0,0.0,Yes,
541,109.588,32.0,0.1,32.1,0,0,4.9,0.0,0.0,0.0,Yes,
542,109.647,32.5,0.1,32.6,0,0,4.9,0.0,0.0,0.0,Yes,
543,109.705,32.0,0.1,32.1,0,0,4.9,0.0,0.0,0.0,Yes,
544,109.764,33.9,0.1,34.0,0,0,5.0,0.0,0.0,0.0,Yes,
545,109.822,32.5,0.1,32.5,0,0,5.0,0.0,0.0,0.0,Yes,
546,109.879,32.5,0.1,32.6,0,0,5.0,0.0,0.0,0.0,Yes,
547,109.934,30.4,0.1,30.4,0,0,5.0,0.0,0.0,0.0,Yes,
548,109.990,32.3,0.1,32.4,0,0,5.0,0.0,0.0,0.0,Yes,
549,110.049,34.0,0.1,34.0,0,0,5.0,0.0,0.0,0.0,Yes,
550,110.106,32.2,0.1,32.3,0,0,5.0,0.0,0.0,0.0,Yes,
551,110.167,36.1,0.1,36.1,0,0,5.0,0.0,0.0,0.0,Yes,
552,110.226,34.5,0.1,34.5,0,0,5.0,0.0,0.0,0.0,Yes,
553,110.286,35.2,0.1,35.3,0,0,5.0,0.0,0.0,0.0,Yes,
554,110.344,31.6,0.1,31.6,0,0,5.0,0.0,0.0,0.0,Yes,
